"Título da Agenda","Descrição da Agenda","Nome do Órgão","Nome da Autoridade","Data da Agenda Diária","Informações Gerais","Compromisso","Local do Compromisso","Horário de Inicio","Horário de Término","Outros Participantes","Pauta"
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","02/12/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião via videoconferência com Deputado Federal Alceu Moreira (MDB/RS), presidente da Frente Parlamentar de Agropecuária.","Gabinete do Ministério das Comunicações","11:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","02/12/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Carlos Henrique Carvalho, presidente-executivo da Associação Brasileira das Agências de Comunicação (ABRACOM).","Gabinete do Ministério das Comunicações","15:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","02/12/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião via videoconferência com gerentes de políticas públicas de entidades e empresas vinculadas á Câmara Brasileira de Comércio Eletrônico (Camara-e.net).","Gabinete do Ministério das Comunicações","14:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","02/12/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","16:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","02/12/2020","","Despachos com Chefe de Gabinete do Ministro, Estella Dantas.","Gabinete do Ministério das Comunicações","12:15","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","03/12/2020","","Assessoria ao Ministro de Estado das Comunicações na reunião via videoconferência do 4º Fórum Nacional do Controle, como debatedor do Painel ""Tecnologia Pela Educação: Visão integrativa e Centro de Governo"", mediado pelo ministro do Tribunal de Contas da União (TCU), João Augusto Nardes.","Gabinete do Ministério das Comunicações","10:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","03/12/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","14:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","04/12/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","14:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","04/12/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","07/12/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Deputado Federal Charles Fernandes (PSD/BA).","Gabinete do Ministério das Comunicações","15:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","07/12/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:30","00:00","",""
